Query.Mass,Matched.Compound,Matched.Form,Retention.Time,Mass.Diff,Empirical.Compound
166.08535,C00079,M+H[1+],1.5172,0.000926466770010848,EC00013
167.08849,C00079,M(C13)+H[1+],1.5208,0.00118646677000811,EC00013
188.06721,C00079,M+Na[1+],1.5207,0.00106646677002686,EC00013
188.06958,C00079,M+Na[1+],2.2078,0.00130353322998644,EC00013
136.07471,C00082,M-HCOOH+H[1+],5.015,0.00106646676999844,EC00014
146.05906,C00082,M-H4O2+H[1+],5.0643,0.000916466770036095,EC00014
154.08526,C00082,M-CO+H[1+],5.0085,0.000916466770007673,EC00014
182.08008,C00082,M+H[1+],5.0202,0.00109646677000796,EC00014
182.08013,C00082,M+H[1+],0.9628,0.00104646677002052,EC00015
183.08447,C00082,M(C13)+H[1+],0.9399,0.000106466770006364,EC00015
204.06208,C00082,M+Na[1+],5.0184,0.00109646677000796,EC00014
189.01509,C00085,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C00085,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C00085,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C00085,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C00085,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
365.10374,C00089,M+Na[1+],0.9283,0.00173646677001216,EC00018
381.07789,C00089,M+K[1+],0.7446,0.00108646676994795,EC00018
189.01509,C00092,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C00092,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C00092,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C00092,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C00092,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
163.05936,C00095,M-H2O+H[1+],0.7702,0.000716466770001034,EC0003
163.05949,C00095,M-H2O+H[1+],6.3524,0.000586466769988192,EC0004
163.05952,C00095,M-H2O+H[1+],6.1637,0.000556466770007091,EC0004
203.0516,C00095,M+Na[1+],0.5212,0.00107646677000162,EC0003
219.02552,C00095,M+K[1+],0.7397,0.000656466770010411,EC0003
189.01509,C00103,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C00103,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C00103,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C00103,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C00103,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
113.03369,C00106,M+H[1+],0.9005,0.00088646676998394,EC00019
138.05389,C00108,M+H[1+],0.8215,0.00108646677000479,EC00020
176.00979,C00108,M+K[1+],0.8418,0.000686466769991512,EC00020
132.10106,C00123,M+H[1+],1.0714,0.000816466770032775,EC00021
154.08526,C00123,M+Na[1+],5.0085,0.00138353322998341,EC00022
163.05936,C00124,M-H2O+H[1+],0.7702,0.000716466770001034,EC0003
163.05949,C00124,M-H2O+H[1+],6.3524,0.000586466769988192,EC0004
163.05952,C00124,M-H2O+H[1+],6.1637,0.000556466770007091,EC0004
203.0516,C00124,M+Na[1+],0.5212,0.00107646677000162,EC0003
219.02552,C00124,M+K[1+],0.7397,0.000656466770010411,EC0003
247.01376,C00129,M+H[1+],0.6185,0.000683533229988598,EC00023
248.01501,C00129,M(C13)+H[1+],0.6148,0.00146646677001172,EC00023
249.01201,C00129,M(Cl37)+H[1+],0.616,0.00173353323000924,EC00023
163.05936,C00137,M-H2O+H[1+],0.7702,0.000716466770001034,EC0003
163.05949,C00137,M-H2O+H[1+],6.3524,0.000586466769988192,EC0004
163.05952,C00137,M-H2O+H[1+],6.1637,0.000556466770007091,EC0004
203.0516,C00137,M+Na[1+],0.5212,0.00107646677000162,EC0003
219.02552,C00137,M+K[1+],0.7397,0.000656466770010411,EC0003
117.05366,C00141,M+H[1+],0.7674,0.000916466770007673,EC00024
201.01492,C00141,M+HCOOK[1+],0.7324,0.00095646677002037,EC00024
346.05332,C00144,M-H2O+H[1+],0.9572,0.00135646677000523,EC00025
386.04363,C00144,M+Na[1+],4.7698,0.00364646676996472,EC00026
136.06075,C00147,M+H[1+],1.1146,0.00102646676998575,EC00027
136.0608,C00147,M+H[1+],0.8554,0.000976466769998297,EC00028
116.06968,C00148,M+H[1+],0.7753,0.000896466769987114,EC00029
138.05389,C00148,M+Na[1+],0.8215,0.00131353322998962,EC00029
123.05431,C00153,M+H[1+],1.0098,0.000966466769995122,EC00030
163.05936,C00159,M-H2O+H[1+],0.7702,0.000716466770001034,EC0003
163.05949,C00159,M-H2O+H[1+],6.3524,0.000586466769988192,EC0004
163.05952,C00159,M-H2O+H[1+],6.1637,0.000556466770007091,EC0004
203.0516,C00159,M+Na[1+],0.5212,0.00107646677000162,EC0003
219.02552,C00159,M+K[1+],0.7397,0.000656466770010411,EC0003
165.05352,C00166,M+H[1+],7.0768,0.00105646677002369,EC00031
165.05361,C00166,M+H[1+],7.7817,0.000966466770023544,EC00032
298.09561,C00170,M+H[1+],3.229,0.00126646677000508,EC00033
118.08535,C00183,M+H[1+],0.7962,0.000926466769982426,EC00034
118.08542,C00183,M+H[1+],1.2533,0.000856466769988629,EC00035
365.10374,C00185,M+Na[1+],0.9283,0.00173646677001216,EC00018
381.07789,C00185,M+K[1+],0.7446,0.00108646676994795,EC00018
365.10374,C00208,M+Na[1+],0.9283,0.00173646677001216,EC00018
381.07789,C00208,M+K[1+],0.7446,0.00108646676994795,EC00018
130.04908,C00217,M-H2O+H[1+],0.9782,0.000796466769998005,EC0002
148.05956,C00217,M+H[1+],0.8487,0.000916466770007673,EC0002
150.05743,C00217,M(Cl37)+H[1+],0.9057,0.000246466769993958,EC0002
150.05743,C00217,M(S34)+H[1+],0.9057,0.00115353322999567,EC0002
163.05936,C00221,M-H2O+H[1+],0.7702,0.000716466770001034,EC0003
163.05949,C00221,M-H2O+H[1+],6.3524,0.000586466769988192,EC0004
163.05952,C00221,M-H2O+H[1+],6.1637,0.000556466770007091,EC0004
203.0516,C00221,M+Na[1+],0.5212,0.00107646677000162,EC0003
219.02552,C00221,M+K[1+],0.7397,0.000656466770010411,EC0003
247.01376,C00235,M+H[1+],0.6185,0.000683533229988598,EC00023
248.01501,C00235,M(C13)+H[1+],0.6148,0.00146646677001172,EC00023
249.01201,C00235,M(Cl37)+H[1+],0.616,0.00173353323000924,EC00023
135.03132,C00242,M-NH3+H[1+],0.6099,0.0011435332299925,EC00036
152.05568,C00242,M+H[1+],0.8773,0.000996466770004645,EC00036
152.05573,C00242,M+H[1+],1.1709,0.000946466769988774,EC00037
190.01172,C00242,M+K[1+],0.8036,0.000456466770003772,EC00036
365.10374,C00243,M+Na[1+],0.9283,0.00173646677001216,EC00018
381.07789,C00243,M+K[1+],0.7446,0.00108646676994795,EC00018
365.10374,C00252,M+Na[1+],0.9283,0.00173646677001216,EC00018
381.07789,C00252,M+K[1+],0.7446,0.00108646676994795,EC00018
124.03838,C00253,M+H[1+],0.9702,0.000896466769987114,EC00038
137.04484,C00262,M+H[1+],0.9517,0.000936466770014022,EC00039
163.05936,C00267,M-H2O+H[1+],0.7702,0.000716466770001034,EC0003
163.05949,C00267,M-H2O+H[1+],6.3524,0.000586466769988192,EC0004
163.05952,C00267,M-H2O+H[1+],6.1637,0.000556466770007091,EC0004
203.0516,C00267,M+Na[1+],0.5212,0.00107646677000162,EC0003
219.02552,C00267,M+K[1+],0.7397,0.000656466770010411,EC0003
189.01509,C00275,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C00275,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C00275,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C00275,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C00275,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
117.05366,C00279,M-HCOOK+H[1+],0.7674,0.000916466770007673,EC00040
201.01492,C00279,M+H[1+],0.7324,0.00095646677002037,EC00040
219.02552,C00279,M+H2O+H[1+],0.7397,0.00095646677002037,EC00040
245.07873,C00299,M+H[1+],6.756,0.00195353322999381,EC00041
176.10137,C00327,M+H[1+],0.7723,0.00160646676999932,EC00042
214.05804,C00327,M+K[1+],0.7667,0.000436466769997423,EC00042
337.05666,C00341,M+Na[1+],3.5395,0.00101646676995415,EC00043
260.05213,C00352,M+H[1+],0.76,0.000846466770042298,EC00044
304.07806,C00362,M-CO2+H[1+],0.7465,0.00251646677003237,EC0001
330.05771,C00362,M-H2O+H[1+],0.9279,0.00206646677003164,EC0001
266.12221,C00378,M+H[1+],0.7697,0.00263353322998228,EC00045
304.07806,C00378,M+K[1+],0.7465,0.00298353322995126,EC00045
135.03132,C00385,M-H2O+H[1+],0.6099,0.00124353322999582,EC00046
153.03969,C00385,M+H[1+],0.9957,0.000986466770001471,EC00047
147.06427,C00392,M-H4O2+H[1+],0.9256,0.000806466770029601,EC00048
165.07459,C00392,M-H2O+H[1+],0.7944,0.00108646677000479,EC00048
182.08013,C00392,M[1+],0.9628,0.0011299999999892,EC00048
183.08447,C00392,M+H[1+],0.9399,0.00180646677000595,EC00048
221.04108,C00392,M+K[1+],0.7379,0.000696466770023108,EC00048
132.10106,C00407,M+H[1+],1.0714,0.000816466770032775,EC00021
154.08526,C00407,M+Na[1+],5.0085,0.00138353322998341,EC00022
147.11186,C00437,M-CO+H[1+],0.6541,0.000816466770004354,EC00049
175.10684,C00437,M+H[1+],0.7771,0.000836466770010702,EC00049
213.06259,C00437,M+K[1+],0.7741,0.000586466770016614,EC00049
101.02241,C00441,M-NH3+H[1+],1.0092,0.000966466769995122,EC00050
136.06075,C00441,M+H2O+H[1+],1.1146,0.000273533230000567,EC00050
136.0608,C00441,M+H2O+H[1+],0.8554,0.000323533229988016,EC00050
140.03325,C00441,M+Na[1+],0.9647,0.00137353323000866,EC00050
140.03327,C00441,M+Na[1+],2.8253,0.00139353322998659,EC00051
176.00979,C00441,M+NaCl[1+],0.8418,0.00131353323001804,EC00050
439.15607,C00445,M-H2O+H[1+],4.3486,0.0038064667700155,EC00052
189.01509,C00446,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C00446,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C00446,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C00446,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C00446,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
115.03805,C00489,M-H2O+H[1+],1.0027,0.000926466770010848,EC00053
115.03806,C00489,M-H2O+H[1+],1.9129,0.000916466770007673,EC00054
115.03808,C00489,M-H2O+H[1+],1.4169,0.000896466770015536,EC00054
155.03046,C00489,M+Na[1+],1.9156,0.00111646677001431,EC00054
263.012,C00491,M+Na[1+],1.0665,0.00107646677003004,EC00055
147.06427,C00507,M-H2O+H[1+],0.9256,0.000906466770004499,EC00056
165.07459,C00507,M+H[1+],0.7944,0.00118646677000811,EC00056
229.08232,C00526,M+H[1+],6.9819,0.000443533229997684,EC00057
138.05389,C00568,M+H[1+],0.8215,0.00108646677000479,EC00020
176.00979,C00568,M+K[1+],0.8418,0.000686466769991512,EC00020
250.04847,C00627,M+H[1+],4.4009,0.000993533230001731,EC00058
263.05191,C00644,M+H[1+],0.7936,0.000766466769960061,EC00059
249.06349,C00647,M+H[1+],4.4102,1.35332300033042e-05,EC00060
189.01509,C00663,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C00663,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C00663,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C00663,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C00663,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
189.01509,C00668,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C00668,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C00668,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C00668,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C00668,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
529.06621,C00688,M-H2O+H[1+],7.0036,0.0043335332298966,EC00061
223.03824,C00689,M+H+Na[2+],0.7403,0.00128646676998301,EC00062
351.0676,C00689,M-C3H4O2+H[1+],0.7635,0.00107646676997319,EC00062
423.08851,C00689,M+H[1+],0.7764,0.00126646677000508,EC00062
147.06427,C00794,M-H4O2+H[1+],0.9256,0.000806466770029601,EC00048
165.07459,C00794,M-H2O+H[1+],0.7944,0.00108646677000479,EC00048
182.08013,C00794,M[1+],0.9628,0.0011299999999892,EC00048
183.08447,C00794,M+H[1+],0.9399,0.00180646677000595,EC00048
221.04108,C00794,M+K[1+],0.7379,0.000696466770023108,EC00048
169.05972,C00819,M+Na[1+],5.3335,0.00134353322999914,EC0009
147.06427,C00861,M-H2O+H[1+],0.9256,0.000906466770004499,EC00056
165.07459,C00861,M+H[1+],0.7944,0.00118646677000811,EC00056
220.11627,C00864,M+H[1+],1.8067,0.00170646677003106,EC00063
242.09876,C00864,M+Na[1+],1.827,0.00121646677001763,EC00063
258.0733,C00864,M+K[1+],1.839,0.000176466769971739,EC00063
346.05332,C00942,M+H[1+],0.9572,0.00135646677000523,EC00064
147.06427,C00966,M+H[1+],0.9256,0.000906466770004499,EC00065
165.07459,C00966,M+H2O+H[1+],0.7944,0.00118646677000811,EC00065
130.04908,C00979,M-H2O+H[1+],0.9782,0.000796466769998005,EC0002
148.05956,C00979,M+H[1+],0.8487,0.000916466770007673,EC0002
150.05743,C00979,M(Cl37)+H[1+],0.9057,0.000246466769993958,EC0002
150.05743,C00979,M(S34)+H[1+],0.9057,0.00115353322999567,EC0002
163.05936,C00984,M-H2O+H[1+],0.7702,0.000716466770001034,EC0003
163.05949,C00984,M-H2O+H[1+],6.3524,0.000586466769988192,EC0004
163.05952,C00984,M-H2O+H[1+],6.1637,0.000556466770007091,EC0004
203.0516,C00984,M+Na[1+],0.5212,0.00107646677000162,EC0003
219.02552,C00984,M+K[1+],0.7397,0.000656466770010411,EC0003
365.10374,C01083,M+Na[1+],0.9283,0.00173646677001216,EC00018
381.07789,C01083,M+K[1+],0.7446,0.00108646676994795,EC00018
189.01509,C01094,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C01094,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C01094,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C01094,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C01094,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
263.05191,C01096,M+H[1+],0.7936,0.000766466769960061,EC00059
189.01509,C01097,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C01097,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C01097,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C01097,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C01097,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
149.0215,C01108,M+Na[1+],10.6579,0.000523533229994655,EC00066
149.02201,C01108,M+Na[1+],8.3532,0.00103353322998601,EC00067
189.01509,C01172,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C01172,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C01172,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C01172,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C01172,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
189.01509,C01177,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C01177,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C01177,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C01177,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C01177,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
163.03788,C01179,M-H2O+H[1+],10.6547,0.00109646677000796,EC00068
181.04833,C01179,M+H[1+],8.3514,0.00124646677002715,EC00069
337.05666,C01185,M+H[1+],3.5395,0.000983533229998557,EC00070
365.10374,C01235,M+Na[1+],0.9283,0.00173646677001216,EC00018
381.07789,C01235,M+K[1+],0.7446,0.00108646676994795,EC00018
203.02132,C01267,M-H2O+H[1+],2.2325,0.000256466769997132,EC00071
304.07806,C01367,M-CO2+H[1+],0.7465,0.00251646677003237,EC0001
330.05771,C01367,M-H2O+H[1+],0.9279,0.00206646677003164,EC0001
425.17359,C01674,M+H[1+],7.0552,0.00298646677003944,EC00072
147.06427,C01697,M-H4O2+H[1+],0.9256,0.000806466770029601,EC00048
165.07459,C01697,M-H2O+H[1+],0.7944,0.00108646677000479,EC00048
182.08013,C01697,M[1+],0.9628,0.0011299999999892,EC00048
183.08447,C01697,M+H[1+],0.9399,0.00180646677000595,EC00048
221.04108,C01697,M+K[1+],0.7379,0.000696466770023108,EC00048
117.05366,C01801,M-H2O+H[1+],0.7674,0.000916466769993463,EC00073
203.0516,C01801,M+HCOONa[1+],0.5212,0.000976466769998297,EC00073
219.02552,C01801,M+HCOOK[1+],0.7397,0.000956466769991948,EC00073
473.33849,C02059,M+Na[1+],5.6226,0.000586466770073457,EC00074
473.34313,C02059,M+Na[1+],9.0964,0.00405353322992141,EC00075
330.05771,C02353,M+H[1+],0.9279,0.00206646677003164,EC00076
188.03659,C02989,M+Na[1+],1.8548,0.00131353322998962,EC00077
250.01237,C02989,M+HCOOK[1+],1.9234,0.00220646676999081,EC00077
250.01269,C02989,M+HCOOK[1+],2.2284,0.00188646677000293,EC00077
223.03824,C02995,M+H+Na[2+],0.7403,0.00128646676998301,EC00062
351.0676,C02995,M-C3H4O2+H[1+],0.7635,0.00107646676997319,EC00062
423.08851,C02995,M+H[1+],0.7764,0.00126646677000508,EC00062
117.05366,C03273,M+H[1+],0.7674,0.000916466770007673,EC00024
201.01492,C03273,M+HCOOK[1+],0.7324,0.00095646677002037,EC00024
381.35003,C03313,M-C3H4O2+H[1+],9.7332,0.00154646677003711,EC00078
409.38129,C03313,M-CO2+H[1+],9.5951,0.00158646677004981,EC00078
409.38138,C03313,M-CO2+H[1+],9.7479,0.00149646677004966,EC00078
409.3814,C03313,M-CO2+H[1+],9.9404,0.00147646677004332,EC00078
435.3583,C03313,M-H2O+H[1+],9.9418,0.0037764667700344,EC00078
569.3123,C03428,M-H2O+H[1+],5.6832,0.00317646677001449,EC00079
189.01509,C03546,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C03546,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C03546,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C03546,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C03546,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
148.01425,C03557,M+Na[1+],0.6197,0.000773533230017165,EC00080
205.04789,C03657,M+H[1+],0.8951,0.00168646677002471,EC00081
189.01509,C04006,M-C3H4O2+H[1+],0.7561,0.000786466770023253,EC00016
261.03472,C04006,M+H[1+],1.0578,0.00225646677000668,EC00017
261.03557,C04006,M+H[1+],1.1737,0.00140646676999268,EC00017
261.03589,C04006,M+H[1+],0.7529,0.00108646677000479,EC00016
279.04661,C04006,M+H2O+H[1+],0.7428,0.000966466770023544,EC00016
130.04908,C04281,M+H[1+],0.9782,0.000796466769998005,EC00082
148.05956,C04281,M+H2O+H[1+],0.8487,0.000916466770007673,EC00082
255.09641,C04390,M+Na[1+],2.8474,0.00123353322999264,EC00083
223.03824,C04534,M+H+Na[2+],0.7403,0.00128646676998301,EC00062
351.0676,C04534,M-C3H4O2+H[1+],0.7635,0.00107646676997319,EC00062
423.08851,C04534,M+H[1+],0.7764,0.00126646677000508,EC00062
293.0621,C04677,M-HCOOH+H[1+],0.7494,0.00257646676999457,EC00084
321.05716,C04677,M-H2O+H[1+],0.7499,0.00231646676996888,EC00084
361.05169,C04677,M+Na[1+],0.8158,0.000386466770009974,EC00084
321.9968,C04752,M+Na[1+],1.0181,0.000323533230016437,EC00085
219.02552,C05382,M-C3H4O2+H[1+],0.7397,0.00095646677002037,EC00086
263.05191,C05382,M-CO+H[1+],0.7936,0.000666466769985163,EC00086
291.04657,C05382,M+H[1+],0.8042,0.00100646677003624,EC00086
291.04667,C05382,M+H[1+],0.9193,0.000906466770004499,EC00086
293.04442,C05382,M(Cl37)+H[1+],0.9978,0.000356466770028874,EC00086
293.04442,C05382,M(S34)+H[1+],0.9978,0.0010435332300176,EC00086
345.13968,C05399,M+H[1+],2.6643,0.000503533230016728,EC00087
345.14049,C05399,M+H[1+],2.5726,0.00131353323001804,EC00087
365.10374,C05400,M+Na[1+],0.9283,0.00173646677001216,EC00018
381.07789,C05400,M+K[1+],0.7446,0.00108646676994795,EC00018
365.10374,C05402,M+Na[1+],0.9283,0.00173646677001216,EC00018
381.07789,C05402,M+K[1+],0.7446,0.00108646676994795,EC00018
543.49478,C05414,M+H[1+],10.4984,0.00230353323001964,EC00088
561.50211,C05414,M+H2O+H[1+],10.4569,0.000966466769909857,EC00088
193.04846,C05576,M+Na[1+],6.6495,0.00128353323000852,EC00089
147.06427,C06006,M+H[1+],0.9256,0.000906466770004499,EC00065
165.07459,C06006,M+H2O+H[1+],0.7944,0.00118646677000811,EC00065
115.03805,C06010,M-H2O+H[1+],1.0027,0.000926466770010848,EC00053
115.03806,C06010,M-H2O+H[1+],1.9129,0.000916466770007673,EC00054
115.03808,C06010,M-H2O+H[1+],1.4169,0.000896466770015536,EC00054
155.03046,C06010,M+Na[1+],1.9156,0.00111646677001431,EC00054
136.06075,C06056,M+H[1+],1.1146,0.000273533230000567,EC00027
136.0608,C06056,M+H[1+],0.8554,0.000323533229988016,EC00028
163.05936,C06153,M-H2O+H[1+],0.7702,0.000716466770001034,EC0003
163.05949,C06153,M-H2O+H[1+],6.3524,0.000586466769988192,EC0004
163.05952,C06153,M-H2O+H[1+],6.1637,0.000556466770007091,EC0004
203.0516,C06153,M+Na[1+],0.5212,0.00107646677000162,EC0003
219.02552,C06153,M+K[1+],0.7397,0.000656466770010411,EC0003
260.05213,C06156,M+H[1+],0.76,0.000846466770042298,EC00044
346.05332,C06193,M-H2O+H[1+],0.9572,0.00135646677000523,EC00025
386.04363,C06193,M+Na[1+],4.7698,0.00364646676996472,EC00026
346.05332,C06194,M+H[1+],0.9572,0.00135646677000523,EC00064
263.05191,C06311,M+H[1+],0.7936,0.000766466769960061,EC00059
260.05213,C06377,M+H[1+],0.76,0.000846466770042298,EC00044
529.06621,C11907,M-H2O+H[1+],7.0036,0.0043335332298966,EC00061
409.38123,C16144,M+H[1+],9.1293,0.00164646677001201,EC00090
409.38128,C16144,M+H[1+],9.327,0.00159646677002456,EC00090
409.38129,C16144,M+H[1+],9.5951,0.00158646677004981,EC00091
409.38135,C16144,M+H[1+],10.508,0.00152646677003077,EC00092
409.38137,C16144,M+H[1+],10.4314,0.00150646677002442,EC00092
409.38138,C16144,M+H[1+],9.7479,0.00149646677004966,EC00091
409.3814,C16144,M+H[1+],9.9404,0.00147646677004332,EC00091
410.38483,C16144,M(C13)+H[1+],9.1782,0.00144646677000537,EC00090
229.0308,C16241,M+Na[1+],1.2276,0.00197646677000307,EC00093
223.03824,C16688,M+H+Na[2+],0.7403,0.00128646676998301,EC00062
351.0676,C16688,M-C3H4O2+H[1+],0.7635,0.00107646676997319,EC00062
423.08851,C16688,M+H[1+],0.7764,0.00126646677000508,EC00062
346.05332,C18239,M-H2O+H[1+],0.9572,0.00135646677000523,EC00025
386.04363,C18239,M+Na[1+],4.7698,0.00364646676996472,EC00026
163.05936,C19891,M-H2O+H[1+],0.7702,0.000716466770001034,EC0003
163.05949,C19891,M-H2O+H[1+],6.3524,0.000586466769988192,EC0004
163.05952,C19891,M-H2O+H[1+],6.1637,0.000556466770007091,EC0004
203.0516,C19891,M+Na[1+],0.5212,0.00107646677000162,EC0003
219.02552,C19891,M+K[1+],0.7397,0.000656466770010411,EC0003
123.05431,C20522,M-H2O+H[1+],1.0098,0.000966466770009333,EC00094
124.03838,C20522,M-NH3+H[1+],0.9702,0.000996466770004645,EC00094
255.09641,C21015,M+Na[1+],2.8474,0.00123353322999264,EC00083
