p.value,m.z,t.score,r.t,pos_inx
0.000266322076226632,329.24372,12.1578630214458,10.5511,TRUE
0.000272565680781286,337.27234,31.1424774244087,8.6615,TRUE
0.000274419952870809,263.23567,12.8449556155159,8.8485,TRUE
0.000283777643802983,211.10667,45.8620252765399,2.7578,TRUE
0.00028667448282818,465.03913,44.9170736348452,0.727,TRUE
0.000295045041599198,344.25454,12.9581531970762,8.8123,TRUE
0.000295221937655737,513.30183,15.8886814196347,8.7009,TRUE
0.000296765628438726,213.14744,15.3736981732159,6.8441,TRUE
0.000301900021430688,353.26716,15.277059056693,8.922,TRUE
0.000313838436770629,341.24624,39.8996340132115,10.9517,TRUE
0.000314916475279362,318.0937,29.7050250513054,0.7968,TRUE
0.000316134910568836,480.30743,50.6006130815574,9.2205,TRUE
0.000317695709324642,196.09343,36.9307372961849,4.7462,TRUE
0.000333573619735387,390.31977,21.8372234970899,8.576,TRUE
0.000338322112405226,371.0788,13.6119355139538,4.7698,TRUE
0.000338656887752784,353.2672,22.7575500831166,9.0242,TRUE
0.000341687236620471,339.15374,49.1335692252343,1.6144,TRUE
0.000342658471578224,115.03808,12.9387335981099,1.4169,TRUE
0.000347659094130464,353.26713,22.7432601854906,8.1516,TRUE
0.000350534515361851,421.30936,11.3276865380453,9.1985,TRUE
0.000359061236937338,182.08013,16.8825654330154,0.9628,TRUE
0.000368383901628115,532.70223,16.571963496473,0.6957,TRUE
0.000371641524633584,719.35902,11.3261191970729,8.9929,TRUE
0.000373026688748151,383.9281,22.7469561267851,0.6203,TRUE
0.000374927132078394,355.17637,-35.6173097366769,8.5379,TRUE
0.00037559031768285,699.43319,15.705296028151,6.8154,TRUE
0.000377710517836373,703.38527,27.2619776472066,8.9929,TRUE
0.00038135250563497,335.21779,21.9347487473939,7.6859,TRUE
0.000388594143561144,246.14305,17.3165853281271,1.4277,TRUE
0.000389201249194408,275.19792,13.9778897244299,7.6434,TRUE
0.000390984886392772,285.12953,47.8026576432493,5.5103,TRUE
0.000396321361690968,476.27547,35.3538333961192,8.6776,TRUE
0.000403555226556114,354.932,12.4987436280695,0.6203,TRUE
0.000405458401607248,451.16729,22.4284739031831,0.6691,TRUE
0.000405805541182126,351.0676,26.442958306664,0.7635,TRUE
0.000407647064726659,520.338,44.2973300697814,9.5253,TRUE
0.000411003699604162,337.27231,23.4755331111721,9.2603,TRUE
0.000411329811737803,288.26727,30.3230845767279,7.1656,TRUE
0.000412239422945114,370.29367,21.3799341095096,8.4013,TRUE
0.00041540328231677,227.12629,25.2100186564977,5.5212,TRUE
0.000419738720437439,426.26014,16.2487712846321,8.5324,TRUE
0.00042435191014987,115.03806,11.0854537436394,1.9129,TRUE
0.000424826992065779,375.24911,13.0689846712059,8.922,TRUE
0.00042829006139243,301.97408,16.2828671924428,0.6086,TRUE
0.000435362791159848,541.32915,20.4718489897666,9.009,TRUE
0.000436717165095508,273.1261,26.7245040797648,4.9518,TRUE
0.000441768221533205,118.08535,35.1667319659217,0.7962,TRUE
0.000449718532927838,659.51964,17.41485094819,9.3212,TRUE
0.00045626226134313,496.35209,12.1858909893367,9.0286,TRUE
0.000459621417244031,146.11654,-13.1072673376103,0.7882,TRUE
0.000460400014702514,354.23173,10.5497450258785,6.8333,TRUE
0.00046051610140688,243.13281,42.703437196066,4.5528,TRUE
0.000461980648369938,225.12228,17.2415903044896,3.9722,TRUE
0.000469502665542346,226.06991,-10.5072930870975,5.0528,TRUE
0.00046980135694145,383.20094,45.0470124357079,0.6216,TRUE
0.000471875802492949,268.10286,11.7418178298881,1.1266,TRUE
0.000473150622806259,269.07426,16.3505288092838,4.7692,TRUE
0.000477686037917061,471.27962,20.4053925041894,6.0518,TRUE
0.00047886425376174,461.29608,12.6044164234031,10.8523,TRUE
0.000481774859125534,321.06328,10.8932263328993,0.936,TRUE
0.000492917733877991,277.10339,16.0065351050006,4.5936,TRUE
0.000499140825994123,526.75564,16.1577858687618,0.6878,TRUE
0.000499141375797364,302.30401,11.4399651785475,7.8277,TRUE
0.00050028811955054,861.40635,14.7862306741426,8.3084,TRUE
