Query.Mass,Matched.Compound,Matched.Form,Retention.Time,Mass.Diff,Empirical.Compound
227.06493,C00299,M-H2O+H[1+],5.6343,0.00124646676999873,EC00037
170.08013,C00314,M+H[1+],0.8961,0.00104646677002052,EC00038
143.03526,C00322,M-H2O+H[1+],0.6125,0.00138353322998341,EC00039
260.05192,C00352,M+H[1+],0.7708,0.00105646677002369,EC00040
304.07797,C00362,M-CO2+H[1+],0.7666,0.00260646677003251,EC0001
330.0574,C00362,M-H2O+H[1+],0.9403,0.00237646677004477,EC0001
266.11771,C00378,M+H[1+],5.5954,0.001866466770025,EC00041
266.1221,C00378,M+H[1+],0.9178,0.00252353322997578,EC00042
304.07797,C00378,M+K[1+],0.7666,0.00289353322995112,EC00042
135.03126,C00385,M-H2O+H[1+],0.622,0.0011835332300052,EC00043
153.03971,C00385,M+H[1+],0.99,0.000966466769995122,EC00044
147.06417,C00392,M-H4O2+H[1+],0.9537,0.000906466770032921,EC00045
165.07425,C00392,M-H2O+H[1+],1.1898,0.00142646676999902,EC00045
182.08011,C00392,M[1+],0.961,0.00110999999998285,EC00045
183.0849,C00392,M+H[1+],1.6831,0.00137646677001158,EC00045
183.08492,C00392,M+H[1+],0.9476,0.00135646677000523,EC00045
183.08522,C00392,M+H[1+],1.2871,0.00105646677002369,EC00045
205.06724,C00392,M+Na[1+],0.947,0.00103646677001734,EC00045
221.04114,C00392,M+K[1+],0.7497,0.000636466770004063,EC00045
132.10106,C00407,M+H[1+],1.0715,0.000816466770032775,EC00019
154.08527,C00407,M+Na[1+],5.0207,0.00139353322998659,EC00020
101.0224,C00441,M-NH3+H[1+],1.0093,0.000976466769984086,EC00046
136.06117,C00441,M+H2O+H[1+],0.863,0.000693533229991772,EC00046
140.03322,C00441,M+Na[1+],0.984,0.00134353322999914,EC00046
176.00972,C00441,M+NaCl[1+],0.8239,0.00124353322999582,EC00046
439.15602,C00445,M-H2O+H[1+],4.3706,0.00385646677000295,EC00047
439.15604,C00445,M-H2O+H[1+],4.9701,0.0038364667699966,EC00048
189.01505,C00446,M-C3H4O2+H[1+],0.76,0.000826466770007528,EC00015
233.04104,C00446,M-CO+H[1+],0.8251,0.0009364667699856,EC00015
261.03568,C00446,M+H[1+],0.9009,0.00129646676998618,EC00015
115.03804,C00489,M-H2O+H[1+],1.0056,0.000936466770014022,EC00049
115.03805,C00489,M-H2O+H[1+],1.4132,0.000926466770010848,EC00050
155.03055,C00489,M+Na[1+],1.9213,0.00102646677001417,EC00050
155.03063,C00489,M+Na[1+],2.2682,0.000946466770017196,EC00050
147.06417,C00507,M-H2O+H[1+],0.9537,0.00100646677000782,EC00051
165.07425,C00507,M+H[1+],1.1898,0.00152646677000234,EC00051
183.0849,C00507,M+H2O+H[1+],1.6831,0.00147646677001489,EC00051
183.08492,C00507,M+H2O+H[1+],0.9476,0.00145646677000855,EC00051
183.08522,C00507,M+H2O+H[1+],1.2871,0.00115646677002701,EC00051
249.03672,C00507,M+HCOOK[1+],0.7787,0.000356466770000452,EC00051
103.05332,C00601,M-H2O+H[1+],1.513,0.000856466770002839,EC00052
121.06385,C00601,M+H[1+],0.9513,0.000926466769996637,EC00053
121.06392,C00601,M+H[1+],0.8446,0.000856466770002839,EC00053
147.06417,C00620,M-HCOOK+H[1+],0.9537,0.00100646677003624,EC00018
231.02532,C00620,M+H[1+],0.9252,0.00115646677002701,EC00018
249.03672,C00620,M+H2O+H[1+],0.7787,0.000356466770028874,EC00018
190.06972,C00624,M+H[1+],4.9589,0.00125646677003033,EC00054
190.07127,C00624,M+H[1+],2.2217,0.000293533229978493,EC00055
154.04884,C00632,M+H[1+],3.9883,0.00103646676998892,EC00056
203.05766,C00647,M-HCOOH+H[1+],4.228,0.000416466769991075,EC00057
249.06375,C00647,M+H[1+],4.4164,0.000273533230000567,EC00057
189.01505,C00663,M-C3H4O2+H[1+],0.76,0.000826466770007528,EC00015
233.04104,C00663,M-CO+H[1+],0.8251,0.0009364667699856,EC00015
261.03568,C00663,M+H[1+],0.9009,0.00129646676998618,EC00015
189.01505,C00668,M-C3H4O2+H[1+],0.76,0.000826466770007528,EC00015
233.04104,C00668,M-CO+H[1+],0.8251,0.0009364667699856,EC00015
261.03568,C00668,M+H[1+],0.9009,0.00129646676998618,EC00015
259.1163,C00670,M+H[1+],5.4057,0.00157646676996137,EC00058
277.12689,C00670,M+H2O+H[1+],5.4053,0.00158646676999297,EC00058
223.03988,C00689,M+H+Na[2+],0.7551,0.00035353323002596,EC00059
351.06748,C00689,M-C3H4O2+H[1+],0.7726,0.00119646677001128,EC00059
423.08828,C00689,M+H[1+],0.9391,0.00149646676999282,EC00059
147.06417,C00794,M-H4O2+H[1+],0.9537,0.000906466770032921,EC00045
165.07425,C00794,M-H2O+H[1+],1.1898,0.00142646676999902,EC00045
182.08011,C00794,M[1+],0.961,0.00110999999998285,EC00045
183.0849,C00794,M+H[1+],1.6831,0.00137646677001158,EC00045
183.08492,C00794,M+H[1+],0.9476,0.00135646677000523,EC00045
183.08522,C00794,M+H[1+],1.2871,0.00105646677002369,EC00045
205.06724,C00794,M+Na[1+],0.947,0.00103646677001734,EC00045
221.04114,C00794,M+K[1+],0.7497,0.000636466770004063,EC00045
169.05971,C00819,M+Na[1+],5.3378,0.00133353322999596,EC0008
283.04284,C00842,M+2H[2+],9.4351,0.00233646676997523,EC00060
283.5452,C00842,M(C13)+2H[2+],9.4285,0.00167646676999311,EC00060
564.07148,C00842,M[1+],9.4197,0.00432000000000698,EC00060
565.08516,C00842,M+H[1+],9.4191,0.00208353323000665,EC00060
147.06417,C00861,M-H2O+H[1+],0.9537,0.00100646677000782,EC00051
165.07425,C00861,M+H[1+],1.1898,0.00152646677000234,EC00051
183.0849,C00861,M+H2O+H[1+],1.6831,0.00147646677001489,EC00051
183.08492,C00861,M+H2O+H[1+],0.9476,0.00145646677000855,EC00051
183.08522,C00861,M+H2O+H[1+],1.2871,0.00115646677002701,EC00051
249.03672,C00861,M+HCOOK[1+],0.7787,0.000356466770000452,EC00051
220.11683,C00864,M+H[1+],1.838,0.00114646677002384,EC00061
221.12008,C00864,M(C13)+H[1+],1.8354,0.0012964667700146,EC00061
242.09873,C00864,M+Na[1+],1.8387,0.00124646677002715,EC00061
258.07215,C00864,M+K[1+],1.8341,0.00132646676996728,EC00061
116.06968,C00956,M-HCOOH+H[1+],0.7877,0.000996466769990434,EC00062
118.08531,C00956,M-CO2+H[1+],0.853,0.000966466769995122,EC00062
162.07508,C00956,M+H[1+],0.9705,0.000996466770004645,EC00062
180.08557,C00956,M+H2O+H[1+],0.6456,0.00110646677003956,EC00062
200.031,C00956,M+K[1+],0.932,0.00057646677001344,EC00062
103.07441,C00966,M-CO2+H[1+],3.0274,0.000966466769980912,EC00063
129.05367,C00966,M-H2O+H[1+],2.5858,0.000906466769976078,EC00063
146.05902,C00966,M[1+],2.2114,0.00112000000001444,EC00063
147.06417,C00966,M+H[1+],0.9537,0.00100646677000782,EC00064
165.07425,C00966,M+H2O+H[1+],1.1898,0.00152646677000234,EC00064
231.02532,C00966,M+HCOOK[1+],0.9252,0.00115646676999859,EC00064
148.06055,C00979,M+H[1+],0.9081,7.35332299939273e-05,EC0002
150.05731,C00979,M(Cl37)+H[1+],0.9136,0.000366466770003626,EC0002
150.05731,C00979,M(S34)+H[1+],0.9136,0.00103353322998601,EC0002
163.05884,C00984,M-H2O+H[1+],8.3204,0.00123646676999556,EC0003
163.0595,C00984,M-H2O+H[1+],6.43,0.000576466769985018,EC0004
163.05957,C00984,M-H2O+H[1+],6.1438,0.000506466769991221,EC0005
161.02024,C01068,M-C3H4O2+H[1+],0.7448,0.000736466769978961,EC00065
233.04104,C01068,M+H[1+],0.8251,0.00103646676998892,EC00065
116.06968,C01077,M-HCOOH+H[1+],0.7877,0.000996466769990434,EC00062
118.08531,C01077,M-CO2+H[1+],0.853,0.000966466769995122,EC00062
162.07508,C01077,M+H[1+],0.9705,0.000996466770004645,EC00062
180.08557,C01077,M+H2O+H[1+],0.6456,0.00110646677003956,EC00062
200.031,C01077,M+K[1+],0.932,0.00057646677001344,EC00062
365.10439,C01083,M+Na[1+],0.966,0.00108646677000479,EC00016
381.07787,C01083,M+K[1+],0.7696,0.0011064667699543,EC00016
189.01505,C01094,M-C3H4O2+H[1+],0.76,0.000826466770007528,EC00015
233.04104,C01094,M-CO+H[1+],0.8251,0.0009364667699856,EC00015
261.03568,C01094,M+H[1+],0.9009,0.00129646676998618,EC00015
189.01505,C01097,M-C3H4O2+H[1+],0.76,0.000826466770007528,EC00015
233.04104,C01097,M-CO+H[1+],0.8251,0.0009364667699856,EC00015
261.03568,C01097,M+H[1+],0.9009,0.00129646676998618,EC00015
147.06417,C01101,M-HCOOK+H[1+],0.9537,0.00100646677003624,EC00018
231.02532,C01101,M+H[1+],0.9252,0.00115646677002701,EC00018
249.03672,C01101,M+H2O+H[1+],0.7787,0.000356466770028874,EC00018
116.06968,C01102,M-HCOOK+H[1+],0.7877,0.000896466769987114,EC00066
154.02548,C01102,M-HCOOH+H[1+],0.7847,0.000996466770004645,EC00066
156.04132,C01102,M-CO2+H[1+],0.8025,0.000756466769985309,EC00066
200.031,C01102,M+H[1+],0.932,0.000876466769994977,EC00066
218.04143,C01102,M+H2O+H[1+],0.6786,0.00104646677002052,EC00066
149.02226,C01108,M+Na[1+],10.6605,0.00128353322998009,EC00067
149.02231,C01108,M+Na[1+],8.3479,0.00133353322999596,EC00068
381.08247,C01134,M+Na[1+],8.3419,0.00320646676999559,EC00069
154.04884,C01157,M+Na[1+],3.9883,0.00136353323000549,EC00070
191.03068,C01161,M+Na[1+],0.7635,0.000896466770029747,EC00071
154.04884,C01165,M+Na[1+],3.9883,0.00136353323000549,EC00070
189.01505,C01172,M-C3H4O2+H[1+],0.76,0.000826466770007528,EC00015
233.04104,C01172,M-CO+H[1+],0.8251,0.0009364667699856,EC00015
261.03568,C01172,M+H[1+],0.9009,0.00129646676998618,EC00015
189.01505,C01177,M-C3H4O2+H[1+],0.76,0.000826466770007528,EC00015
233.04104,C01177,M-CO+H[1+],0.8251,0.0009364667699856,EC00015
261.03568,C01177,M+H[1+],0.9009,0.00129646676998618,EC00015
181.04852,C01179,M+H[1+],8.3491,0.00105646677002369,EC00072
365.10439,C01235,M+Na[1+],0.966,0.00108646677000479,EC00016
381.07787,C01235,M+K[1+],0.7696,0.0011064667699543,EC00016
203.02153,C01267,M-H2O+H[1+],2.2755,4.64667699873189e-05,EC00073
304.07797,C01367,M-CO2+H[1+],0.7666,0.00260646677003251,EC0001
330.0574,C01367,M-H2O+H[1+],0.9403,0.00237646677004477,EC0001
407.166,C01674,M-H2O+H[1+],5.3259,2.35332299780566e-05,EC00074
425.17678,C01674,M+H[1+],5.1015,0.000203533229978348,EC00075
425.17693,C01674,M+H[1+],4.2438,0.000353533229997538,EC00076
147.06417,C01697,M-H4O2+H[1+],0.9537,0.000906466770032921,EC00045
165.07425,C01697,M-H2O+H[1+],1.1898,0.00142646676999902,EC00045
182.08011,C01697,M[1+],0.961,0.00110999999998285,EC00045
183.0849,C01697,M+H[1+],1.6831,0.00137646677001158,EC00045
183.08492,C01697,M+H[1+],0.9476,0.00135646677000523,EC00045
183.08522,C01697,M+H[1+],1.2871,0.00105646677002369,EC00045
205.06724,C01697,M+Na[1+],0.947,0.00103646677001734,EC00045
221.04114,C01697,M+K[1+],0.7497,0.000636466770004063,EC00045
441.11407,C01847,M-H2O+H[1+],4.5208,0.00290646676995721,EC00077
473.34316,C02059,M+Na[1+],9.0947,0.00408353322995936,EC00078
519.27102,C02191,M-CO2+H[1+],4.286,0.00445646676996603,EC00079
519.27959,C02191,M-CO2+H[1+],4.3022,0.0041135332299973,EC00079
562.26358,C02191,M[1+],4.2798,0.00558000000000902,EC00079
563.26183,C02191,M+H[1+],4.4516,0.00344646677001492,EC00079
585.24993,C02191,M+Na[1+],5.2692,0.00265353322993178,EC00080
162.07508,C02262,M-H2O+H[1+],0.9705,0.000996466769976223,EC00081
180.08557,C02262,M+H[1+],0.6456,0.00110646677001114,EC00082
180.0868,C02262,M+H[1+],1.4224,0.000123533230009798,EC00083
218.04143,C02262,M+K[1+],0.6786,0.000746466770010557,EC00082
330.0574,C02353,M+H[1+],0.9403,0.00237646677004477,EC00084
223.03988,C02995,M+H+Na[2+],0.7551,0.00035353323002596,EC00059
351.06748,C02995,M-C3H4O2+H[1+],0.7726,0.00119646677001128,EC00059
423.08828,C02995,M+H[1+],0.9391,0.00149646676999282,EC00059
163.04345,C03089,M-H2O+H[1+],5.9662,0.00117353323000202,EC00085
296.06464,C03373,M+H[1+],0.7798,0.000463533230004032,EC00086
354.02158,C03373,M+NaCl[1+],0.9876,0.00119646677001128,EC00086
569.31225,C03428,M-H2O+H[1+],5.6803,0.00322646677011562,EC00087
250.07638,C03539,M-H2O+H[1+],2.2481,0.00200353323000968,EC00088
189.01505,C03546,M-C3H4O2+H[1+],0.76,0.000826466770007528,EC00015
233.04104,C03546,M-CO+H[1+],0.8251,0.0009364667699856,EC00015
261.03568,C03546,M+H[1+],0.9009,0.00129646676998618,EC00015
148.01408,C03557,M+Na[1+],0.6172,0.000603533230020048,EC00089
142.02548,C03586,M[1+],0.7287,0.00112000000001444,EC00090
143.03526,C03586,M+H[1+],0.6125,0.00138353322998341,EC00090
154.04884,C03972,M-H2O+H[1+],3.9883,0.00103646676998892,EC00091
189.01505,C04006,M-C3H4O2+H[1+],0.76,0.000826466770007528,EC00015
233.04104,C04006,M-CO+H[1+],0.8251,0.0009364667699856,EC00015
261.03568,C04006,M+H[1+],0.9009,0.00129646676998618,EC00015
323.12905,C04079,M+H[1+],5.6807,0.00187353323002526,EC00092
341.13888,C04079,M+H2O+H[1+],5.6658,0.0011035332299798,EC00092
143.03526,C04287,M-H2O+H[1+],0.6125,0.00138353322998341,EC00039
385.08281,C04352,M-H2O+H[1+],1.5219,6.64667700220889e-05,EC00093
291.11881,C04421,M+H[1+],6.0371,0.00013353322998455,EC00094
223.03988,C04534,M+H+Na[2+],0.7551,0.00035353323002596,EC00059
351.06748,C04534,M-C3H4O2+H[1+],0.7726,0.00119646677001128,EC00059
423.08828,C04534,M+H[1+],0.9391,0.00149646676999282,EC00059
296.06464,C04640,M-H2O+H[1+],0.7798,0.000463533230004032,EC00095
321.05706,C04677,M-H2O+H[1+],0.7575,0.00241646677000062,EC00096
277.11694,C04732,M+H[1+],4.9199,0.00266353322996338,EC00097
321.99683,C04752,M+Na[1+],1.0123,0.000353533229997538,EC00098
365.10439,C05400,M+Na[1+],0.966,0.00108646677000479,EC00016
381.07787,C05400,M+K[1+],0.7696,0.0011064667699543,EC00016
365.10439,C05402,M+Na[1+],0.966,0.00108646677000479,EC00016
381.07787,C05402,M+K[1+],0.7696,0.0011064667699543,EC00016
191.03068,C05577,M+Na[1+],0.7635,0.000896466770029747,EC00071
105.06913,C05853,M-H2O+H[1+],1.7242,0.000746466769996346,EC00099
103.07441,C06006,M-CO2+H[1+],3.0274,0.000966466769980912,EC00063
129.05367,C06006,M-H2O+H[1+],2.5858,0.000906466769976078,EC00063
146.05902,C06006,M[1+],2.2114,0.00112000000001444,EC00063
147.06417,C06006,M+H[1+],0.9537,0.00100646677000782,EC00064
165.07425,C06006,M+H2O+H[1+],1.1898,0.00152646677000234,EC00064
231.02532,C06006,M+HCOOK[1+],0.9252,0.00115646676999859,EC00064
115.03804,C06010,M-H2O+H[1+],1.0056,0.000936466770014022,EC00049
115.03805,C06010,M-H2O+H[1+],1.4132,0.000926466770010848,EC00050
155.03055,C06010,M+Na[1+],1.9213,0.00102646677001417,EC00050
155.03063,C06010,M+Na[1+],2.2682,0.000946466770017196,EC00050
121.06385,C06044,M-H2O+H[1+],0.9513,0.000926466769982426,EC000100
121.06392,C06044,M-H2O+H[1+],0.8446,0.000856466769988629,EC000100
136.06117,C06056,M+H[1+],0.863,0.000693533229991772,EC00023
163.05884,C06153,M-H2O+H[1+],8.3204,0.00123646676999556,EC0003
163.0595,C06153,M-H2O+H[1+],6.43,0.000576466769985018,EC0004
163.05957,C06153,M-H2O+H[1+],6.1438,0.000506466769991221,EC0005
260.05192,C06156,M+H[1+],0.7708,0.00105646677002369,EC00040
386.04356,C06193,M+Na[1+],4.7668,0.00371646676995852,EC00022
260.05192,C06377,M+H[1+],0.7708,0.00105646677002369,EC00040
147.06417,C06441,M-HCOOK+H[1+],0.9537,0.00100646677003624,EC00018
231.02532,C06441,M+H[1+],0.9252,0.00115646677002701,EC00018
249.03672,C06441,M+H2O+H[1+],0.7787,0.000356466770028874,EC00018
105.06913,C06757,M-H2O+H[1+],1.7242,0.000746466769996346,EC00099
103.05332,C06758,M-H2O+H[1+],1.513,0.000856466770002839,EC00052
121.06385,C06758,M+H[1+],0.9513,0.000926466769996637,EC00053
121.06392,C06758,M+H[1+],0.8446,0.000856466770002839,EC00053
103.05332,C07209,M-H2O+H[1+],1.513,0.000856466770002839,EC00052
121.06385,C07209,M+H[1+],0.9513,0.000926466769996637,EC00053
121.06392,C07209,M+H[1+],0.8446,0.000856466770002839,EC00053
105.06913,C07213,M-H2O+H[1+],1.7242,0.000746466769996346,EC00099
103.05332,C07214,M-H2O+H[1+],1.513,0.000856466770002839,EC00052
121.06385,C07214,M+H[1+],0.9513,0.000926466769996637,EC00053
121.06392,C07214,M+H[1+],0.8446,0.000856466770002839,EC00053
105.06913,C07216,M-H2O+H[1+],1.7242,0.000746466769996346,EC00099
491.26154,C09332,M-HCOOK+H[1+],4.7473,0.00196353322996856,EC000101
557.21555,C09332,M-H2O+H[1+],4.5582,0.00527353322991075,EC000101
409.38133,C16144,M+H[1+],9.3398,0.00154646677003711,EC000102
409.38135,C16144,M+H[1+],9.0658,0.00152646677003077,EC000103
409.38136,C16144,M+H[1+],10.7607,0.00151646677005601,EC000104
409.38138,C16144,M+H[1+],10.5527,0.00149646677004966,EC000104
409.38139,C16144,M+H[1+],9.9468,0.00148646677001807,EC000105
409.3814,C16144,M+H[1+],9.6622,0.00147646677004332,EC000105
409.38142,C16144,M+H[1+],9.7151,0.00145646677003697,EC000105
410.38472,C16144,M(C13)+H[1+],9.0577,0.00155646677001187,EC000103
410.38478,C16144,M(C13)+H[1+],10.5435,0.00149646677004966,EC000104
