id,mz,rt,log2FC,t.score,p.value
3011,499.32477,8.7267,1.4212602321949976,-9.333582061331791,0.0011896782987343083
2722,512.23929,8.3646,-9.724092071578124,26.051409193701932,0.0011912857360621622
4012,671.47448,9.8404,-2.2063083311842338,10.15365843907527,0.0011940715674654912
4346,371.22319,10.5361,-1.1434331054751308,8.229564886101732,0.0011958366669842066
2431,384.30933,7.8095,-1.4855626374764395,11.892218422850007,0.0012002678762526708
2829,281.24686,8.5357,-2.380837114365079,17.5417498841407,0.001203439295151337
4357,373.22278,10.5404,-1.1859385519878334,8.653425536767864,0.0012093953216078238
2824,653.42695,8.5344,-3.512022214149015,24.330804028683723,0.001224335324875297
4234,619.28323,10.2213,1.3184065008150894,-8.27813924823625,0.0012307262733877028
560,250.07638,2.2481,-11.25498484717822,27.998712355043214,0.0012364716051443255
3044,599.11408,8.7774,-0.8892537039036696,8.79108311149971,0.0012389882700570576
312,524.19586,0.9581,7.027864435010674,-10.040110230299126,0.0012398892673306237
435,322.67643,1.4147,3.476949828189502,-11.571016893776235,0.0012405116564879282
4283,558.4882,10.3523,-1.0780643582731182,8.197802520699662,0.0012453055236444576
4487,438.26508,10.8861,-2.116111251339264,10.125532466951418,0.0012509806702280185
635,199.05664,3.3756,-8.646619416562054,27.80362225885053,0.0012515010980244739
441,459.25476,1.4445,6.705999947653563,-16.897131193191164,0.001254956478334939
1614,792.01566,6.1341,-7.082820933062946,23.57619112006784,0.00125505632159294
3608,348.28773,9.3476,-1.5126560421250836,10.759555877149893,0.0012630892159775746
1683,244.09565,6.2482,-1.2789636644251487,8.196747093024815,0.001269026145316965
3653,524.38172,9.3745,-0.9588929554487775,10.592731715678275,0.0012722389642858757
2792,627.39108,8.4881,-1.6735006450685637,8.717223625757038,0.001283199298566122
1842,373.19464,6.6142,-0.8585933135260033,8.325759931323304,0.0012836207106744343
2626,438.31975,8.2164,-6.0168824139296255,13.797371095144733,0.0012882633446923031
159,536.69678,0.6959,-1.123998142831259,13.06631420421329,0.0012957845029950958
2927,279.2306,8.5936,-1.3370926846420268,8.411330438872442,0.001296384064123012
2271,371.2778,7.5644,1.1462362802145893,-10.332252657899007,0.0013067808393665314
816,686.98763,4.2624,6.916306126654237,-13.225593092654554,0.0013094986643275644
685,434.71067,3.8521,6.866674971872495,-15.15629716890308,0.001325046613294004
426,398.16084,1.4059,8.536638031070709,-18.406372217004417,0.0013297571397239214
1509,773.01409,5.8504,-11.633749079766543,27.011980392570962,0.0013423364626375383
466,190.10637,1.6244,-7.7753924054884775,26.94662439615868,0.0013483743160041728
1533,778.67955,5.9202,-8.9947282896985,21.3470870729228,0.0013671080871989329
3950,534.29381,9.7532,1.0864786636093404,-22.16030716453137,0.0013684467653274056
2255,335.21813,7.4619,-1.3499600477190512,12.06742413583784,0.0013697200737481411
225,189.01505,0.76,4.081956692514224,-10.273562091038045,0.0013820761873111274
1297,436.20549,5.3268,2.3122897288334943,-10.385682156694521,0.001396420635687228
3097,621.48973,8.8369,-7.241667727199921,18.71935457613953,0.0013978401637386373
1681,251.12462,6.2427,-1.4344296881406802,15.054128690780752,0.0014004395217574496
617,262.04854,3.0084,-9.988524710669271,26.623228171990405,0.0014013842006029048
2970,368.15743,8.7046,1.3669359777225951,-11.516570693917453,0.0014055876236991921
772,213.07228,4.1433,-2.5021202359358474,19.47481435743851,0.0014122468543500903
710,399.23332,3.9476,1.5446154690290275,-8.271043874488083,0.0014272055845277066
183,880.57243,0.7063,-1.8274991285889977,14.964911525140257,0.001449739437510652
973,531.2848,4.6345,1.289872283467644,-7.885225680257469,0.0014499276189569791
1203,447.18256,5.1246,4.8472017415765025,-13.126916325137412,0.0014638897530392314
3074,639.48502,8.806,-4.208582659328167,24.81651702978763,0.0014727153235064407
2848,327.16021,8.5501,4.277696680861975,-12.081911624549765,0.0014788897413763862
700,393.11422,3.9201,-8.8383604158925,23.27832363086859,0.0014902586774513812
1685,415.19229,6.2494,1.4370342660562017,-7.743806932246784,0.0014982288529588287
3960,379.21416,9.7481,-2.8654166468771933,13.24440130229371,0.0015042268563937187
2840,418.29355,8.5406,-8.671434118571089,8.902249843067134,0.0015050035595969883
3153,325.23401,8.8912,-0.8734257201486777,10.590495324401756,0.0015133782654933048
3287,488.27303,9.0377,-1.9740241442910031,13.997375157081214,0.001527766407217542
924,543.31221,4.4867,3.419614488395192,-10.929902571458937,0.0015378113460384757
3816,391.28055,9.5743,-9.980643120270193,21.201653580369275,0.0015720770164454037
3792,518.32024,9.5424,0.8632815169267003,-8.254720591573125,0.0015773327966848317
517,384.1139,2.0181,4.079937618262308,-12.217625346091578,0.0015803395006047203
3541,392.31351,9.2729,-9.1435333386484,23.82912836737068,0.001581490488302887
945,480.24475,4.5309,5.019457445653557,-14.2813269829167,0.0015901228548798215
991,953.48445,4.6714,5.494737815475725,-14.641021196756615,0.0015905165096748003
3330,345.33913,9.0772,-1.0620824628969823,10.13854058098035,0.0015922974796465945
2955,392.27796,8.6806,-1.184791587877175,8.801810470453027,0.0016131807604683602
3527,559.38113,9.2611,1.0459942654635688,-8.49328116990639,0.0016137157043576494
3642,380.30769,9.356,-2.9004083205001043,24.45496082510733,0.0016254168879293106
461,580.25785,1.5515,8.802239920171512,-15.411595715913382,0.0016336970547004013
615,207.02668,3.0146,-6.427684588353285,24.290669830009048,0.0016460126027311665
3338,515.22574,9.0841,1.8946793383176233,-8.686674919198069,0.0016469901595668256
502,243.10545,1.8374,1.8538501236162706,-7.882816571867696,0.0016613508755023492
2987,1038.05428,8.7236,6.409467804945475,-14.117481091533202,0.0016653171562981827
3223,350.27335,8.964,-1.4279889347083277,19.660577725648785,0.0016894870373159651
3302,530.34579,9.054,-1.5811913923297967,13.450061707965313,0.0016928919525937625
1236,183.09719,5.2108,-1.1798076645705464,11.731037091148618,0.0016960237000043033
1568,447.18576,6.0065,-9.01963893887892,22.971752438752304,0.0016964918047075795
4277,598.47517,10.3493,-1.1908051142167189,15.223764689987688,0.001699086439202405
2148,402.28347,7.2258,1.196898582100526,-7.875260727428915,0.0017031603545245814
3639,331.28293,9.3698,-0.8232408973188967,11.415328286065348,0.0017089346835782572
674,385.22464,3.84,6.972477717701253,-8.145319315280052,0.0017111990201480387
1088,206.08004,4.8726,-2.484284759971459,21.15632983070501,0.0017196219585069539
3648,507.40608,9.3718,-0.8776150992243243,12.859250085043401,0.0017236782311937301
2820,524.25351,8.5278,-7.400371879002771,19.462431901809897,0.0017580213309705743
3253,709.36393,8.9977,1.6298257873978343,-8.862654991985988,0.0017819839112575792
2662,285.24118,8.3135,-3.8951323701961664,8.127547009586175,0.0017897343342544861
740,153.10119,4.0647,-5.169764541179806,15.399348013247508,0.0018374936177686498
722,225.12221,3.9785,-10.970024119577166,22.910030618979413,0.001858613187385043
439,527.22922,1.4223,2.1253870829715202,-18.143010757838507,0.00188299037743086
1020,196.09341,4.743,-2.2636462097063452,20.605828279205266,0.0019019921284580744
4299,306.27778,10.4054,-1.095944218861053,7.498591578490485,0.0019101426043352113
293,150.05731,0.9136,-1.6461205063779634,17.42790281426936,0.0019279744163519417
3515,543.40553,9.2564,1.09224403963481,-7.36114035547051,0.001951770257909827
771,494.60893,4.1475,4.885910260961393,-12.139210440230364,0.001973182052745802
432,298.08848,1.4123,-8.369537205588315,9.921488189689322,0.0019802429630488712
1265,378.2368,5.2708,1.54885110743795,-7.822873767793296,0.0019808540774338664
647,459.2245,3.6503,5.522918940583491,-13.610445488440051,0.0019810932372277927
802,533.26259,4.2374,2.353656648646276,-8.472795002296838,0.002009036435603811
4497,675.674,10.8868,-1.4120177092921207,9.474404126842398,0.002009818593188573
3087,655.45525,8.8141,-6.087114517981767,22.053979835309637,0.002018509058174129
2951,407.27421,8.6702,-0.736674916682345,7.324370006511525,0.0020321431578564655
2785,863.42193,8.4696,1.3714392955406103,-10.45157114769973,0.0020356833486006877
3107,539.31714,8.8465,0.8307420267923327,-7.408861405361578,0.002059727789036423
857,366.20066,4.3295,3.591794938651666,-7.6729333774765065,0.0020721657422481813
1546,609.22848,5.9465,-1.1748421084410428,9.102573626369086,0.002083591598059814
4201,549.37458,10.1476,1.1090498639997701,-7.573128092401138,0.0020855133455162907
3017,474.25733,8.7323,-1.3759937058364144,15.66556313378062,0.002090101311302092
377,113.05655,1.2183,-1.390353846881169,16.11955864140019,0.0020906938931730865
175,786.58334,0.7015,-1.0501676275015654,10.388928211055944,0.00209614740150805
