mappingFeatureId,inchikey,inchi,smiles,clean_smiles,annotation_source,mz,rt,compound_name
1171,HXWALXSAVBLTPK,"InChI=1S/C20H28N4O4/c1-11(2)8-15(21)19(26)23-12(3)18(25)24-17(20(27)28)9-13-10-22-16-7-5-4-6-14(13)16/h4-7,10-12,15,17,22H,8-9,21H2,1-3H3,(H,23,26)(H,24,25)(H,27,28)",CC(C)CC(N)C(O)=NC(C)C(O)=NC(Cc1c[nH]c2ccccc12)C(=O)O,CC(C)CC(N)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,sirius,389.2166897181134,5.055736,2-[2-[(2-amino-4-methylpentanoyl)amino]propanoylamino]-3-(1H-indol-3-yl)propanoic acid
1227,HXWALXSAVBLTPK,"InChI=1S/C20H28N4O4/c1-11(2)8-15(21)19(26)23-12(3)18(25)24-17(20(27)28)9-13-10-22-16-7-5-4-6-14(13)16/h4-7,10-12,15,17,22H,8-9,21H2,1-3H3,(H,23,26)(H,24,25)(H,27,28)",CC(C)CC(N)C(O)=NC(C)C(O)=NC(Cc1c[nH]c2ccccc12)C(=O)O,CC(C)CC(N)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,sirius,389.2167159365508,5.193811,2-[2-[(2-amino-4-methylpentanoyl)amino]propanoylamino]-3-(1H-indol-3-yl)propanoic acid
1172,XIRYQRLFHWWWTC,"InChI=1S/C18H27N3O4/c1-11(2)9-14(19)17(23)20-12(3)16(22)21-15(18(24)25)10-13-7-5-4-6-8-13/h4-8,11-12,14-15H,9-10,19H2,1-3H3,(H,20,23)(H,21,22)(H,24,25)",CC(C)CC(N)C(O)=NC(C)C(O)=NC(Cc1ccccc1)C(=O)O,CC(C)CC(N)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,sirius,350.20586455206427,5.055983,Leu-Ala-Phe
1190,AUJXJFHANFIVKH,"InChI=1S/C11H12O4/c1-14-10-7-8(3-5-9(10)12)4-6-11(13)15-2/h3-7,12H,1-2H3",COC(=O)C=Cc1ccc(O)c(OC)c1,COC(=O)C=Cc1ccc(O)c(OC)c1,sirius:suspect,209.0797152654636,5.1122327,Methyl Ferulate
1229,UHNQRAFSEBGZFZ,"InChI=1S/C20H29N3O4/c1-13(2)11-15(21)18(24)22-16(12-14-7-4-3-5-8-14)19(25)23-10-6-9-17(23)20(26)27/h3-5,7-8,13,15-17H,6,9-12,21H2,1-2H3,(H,22,24)(H,26,27)",CC(C)CC(N)C(O)=NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O,sirius,376.2215733655751,5.201728,1-[2-[(2-Amino-4-methylpentanoyl)amino]-3-phenylpropanoyl]pyrrolidine-2-carboxylic acid
1234,IYRMWMYZSQPJKC,IYRMWMYZSQPJKC-UHFFFAOYSA-N,,,gnps:sirius,287.0537339274949,5.2083445,Kaempferol 40eV
1234,IYRMWMYZSQPJKC,IYRMWMYZSQPJKC-UHFFFAOYSA-N,,,gnps:sirius,287.0537339274949,5.2083445,Swartziol
1240,WRXVPTMENPZUIZ,"InChI=1S/C33H40O19/c1-10-19(37)23(41)26(44)31(47-10)46-9-17-21(39)25(43)30(52-32-27(45)24(42)20(38)11(2)48-32)33(50-17)51-29-22(40)18-15(36)7-14(35)8-16(18)49-28(29)12-3-5-13(34)6-4-12/h3-8,10-11,17,19-21,23-27,30-39,41-45H,9H2,1-2H3",CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,gnps,741.2213818678309,5.2156224,"NCGC00169848-02!3-[4,5-dihydroxy-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one"
1296,HVKNNVDLCRXBHA,"InChI=1S/C17H36NO8P/c1-5-6-7-8-9-10-11-17(19)23-14-16(26-20)15-25-27(21,22)24-13-12-18(2,3)4/h16H,5-15H2,1-4H3,(H-,20,21,22)/p+1",CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OO,CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OO,sirius,414.22346980873255,5.3240695,[(2R)-2-hydroperoxy-3-nonanoyloxypropyl] 2-(trimethylazaniumyl)ethyl phosphate
1337,AEBLWFTWQKQQFG,"InChI=1S/C36H58N8O11/c1-18(2)13-24(40-28(47)16-38-32(50)26(41-30(48)20(5)37)15-23-11-9-8-10-12-23)34(52)44-29(22(7)46)35(53)39-21(6)31(49)42-25(14-19(3)4)33(51)43-27(17-45)36(54)55/h8-12,18-22,24-27,29,45-46H,13-17,37H2,1-7H3,(H,38,50)(H,39,53)(H,40,47)(H,41,48)(H,42,49)(H,43,51)(H,44,52)(H,54,55)",CC(C)CC(N=C(O)CN=C(O)C(Cc1ccccc1)N=C(O)C(C)N)C(O)=NC(C(O)=NC(C)C(O)=NC(CC(C)C)C(O)=NC(CO)C(=O)O)C(C)O,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(C)N)C(=O)NC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O)C(C)O,sirius,779.427161640625,5.413814,H-Ala-Phe-Gly-Leu-Thr-Ala-Leu-Ser-OH
1383,PDPGPZQOSGGKIP,"InChI=1S/C21H28O8/c1-26-16-11-14(6-7-15(16)24)20(25)19(12-23)29-21-17(27-2)9-13(5-4-8-22)10-18(21)28-3/h6-7,9-11,19-20,22-25H,4-5,8,12H2,1-3H3",COc1cc(C(O)C(CO)Oc2c(OC)cc(CCCO)cc2OC)ccc1O,COc1cc(C(O)C(CO)Oc2c(OC)cc(CCCO)cc2OC)ccc1O,sirius,431.1659736477191,5.579119,"(1S,2R)-1-(4-Hydroxy-3-Methoxyphenyl)-2-[4-(3-Hydroxypropyl)-2,6-Dimethoxyphenoxy]Propane-1,3-Diol"
1444,MLRZUMHKKWLFGY,"InChI=1S/C30H44O3/c1-20-13-14-22(3)25(19-20)32-16-12-15-30(10,11)27(31)33-26-23(28(4,5)6)17-21(2)18-24(26)29(7,8)9/h13-14,17-19H,12,15-16H2,1-11H3",Cc1ccc(C)c(OCCCC(C)(C)C(=O)Oc2c(C(C)(C)C)cc(C)cc2C(C)(C)C)c1,Cc1ccc(C)c(OCCCC(C)(C)C(=O)Oc2c(C(C)(C)C)cc(C)cc2C(C)(C)C)c1,gnps,453.3418150568053,5.7014413,"gemfibrozile_2,6-di-tert-butyl-4-methylphenol [CCS=211.19850158691406]"
1453,ULRQUPYZGNJOKQ,"InChI=1S/C22H37N11O5/c23-9-3-1-7-15-19(36)29-16(8-5-11-26-21(24)25)18(35)28-14(13-34)6-2-4-10-27-22(38)33-12-17(31-32-33)20(37)30-15/h12-16H,1-11,23H2,(H,27,38)(H,28,35)(H,29,36)(H,30,37)(H4,24,25,26)",N=C(N)NCCCC1N=C(O)C(CCCCN)N=C(O)c2cn(nn2)C(O)=NCCCCC(C=O)N=C1O,N=C(N)NCCCC1NC(=O)C(CCCCN)NC(=O)c2cn(nn2)C(=O)NCCCCC(C=O)NC1=O,sirius,536.3014624701991,5.7137914,"2-[3-[(8S,11S,14S)-14-(4-aminobutyl)-8-formyl-2,10,13,16-tetraoxo-1,3,9,12,15,18,19-heptazabicyclo[15.2.1]icosa-17(20),18-dien-11-yl]propyl]guanidine"
1512,JFXMPCKUENINRE,"InChI=1S/C19H22O5/c1-23-18-11-13(5-9-16(18)21)3-7-15(20)8-4-14-6-10-17(22)19(12-14)24-2/h5-6,9-12,21-22H,3-4,7-8H2,1-2H3",COc1cc(CCC(=O)CCc2ccc(O)c(OC)c2)ccc1O,COc1cc(CCC(=O)CCc2ccc(O)c(OC)c2)ccc1O,sirius,331.1525081543968,5.8097444,"1,5-Bis(4-hydroxy-3-methoxyphenyl)pentan-3-one"
1499,ZJTJUVIJVLLGSP,"InChI=1S/C12H10N4O2/c1-5-3-7-8(4-6(5)2)14-10-9(13-7)11(17)16-12(18)15-10/h3-4H,1-2H3,(H2,14,15,16,17,18)",Cc1cc2nc3nc(O)nc(O)c3nc2cc1C,Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,gnps:sirius,243.08659198827743,5.824739,LUMICHROME - 70.0 eV
1499,ZJTJUVIJVLLGSP,"InChI=1S/C12H10N4O2/c1-5-3-7-8(4-6(5)2)14-10-9(13-7)11(17)16-12(18)15-10/h3-4H,1-2H3,(H2,14,15,16,17,18)",Cc1cc2nc3nc(O)nc(O)c3nc2cc1C,Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,gnps:sirius,243.08659198827743,5.824739,Lumichrome
1497,WEPBGSIAWZTEJR,"InChI=1S/C16H12O7/c1-22-16-14(21)13-11(20)5-8(17)6-12(13)23-15(16)7-2-3-9(18)10(19)4-7/h2-6,17-20H,1H3",COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,sirius,317.0642599682269,5.856575,3-O-Methylquercetin
1525,JGUZGNYPMHHYRK,"""InChI=1S/C16H12O7/c1-22-8-5-11(19)13-12(6-8)23-16(15(21)14(13)20)7-2-3-9(17)10(18)4-7/h2-6,17-19,21H,1H3""",COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,gnps:sirius,317.0642212819815,5.9007835,Rhamnetin CollisionEnergy:205060
1525,JGUZGNYPMHHYRK,"""InChI=1S/C16H12O7/c1-22-8-5-11(19)13-12(6-8)23-16(15(21)14(13)20)7-2-3-9(17)10(18)4-7/h2-6,17-19,21H,1H3""",COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,gnps:sirius,317.0642212819815,5.9007835,Rhamnetin
1547,MATGKVZWFZHCLI,"InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3",COc1cc(CC2COC(=O)C2Cc2ccc(O)c(OC)c2)ccc1O,COc1cc(CC2COC(=O)C2Cc2ccc(O)c(OC)c2)ccc1O,sirius,341.13703381241703,5.9479527,Matairesinol
1554,MZNNPGRTALKBID,"InChI=1S/C8H12O4/c1-2-3-6(4-7(9)10)5-8(11)12/h2-3,6H,4-5H2,1H3,(H,9,10)(H,11,12)/b3-2+",C/C=C/C(CC(=O)O)CC(=O)O,C/C=C/C(CC(=O)O)CC(=O)O,gnps:sirius,195.0642459013769,5.968519,NCGC00381342-01!3-[(E)-prop-1-enyl]pentanedioic acid
1554,NIQCNGHVCWTJSM,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",COC(=O)c1ccccc1C(=O)OC,COC(=O)c1ccccc1C(=O)OC,gnps:sirius,195.0642459013769,5.968519,Dimethyl Phthalate
