mappingFeatureId,inchikey,inchi,smiles,clean_smiles,annotation_source,mz,rt,compound_name
2414,XAZWEMSLXPGLAF,"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h8-13,25,28H,5-7,14-24H2,1-4H3/p+1",CCCCC=CC=CC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C,CCCCC=CC=CC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C,sirius,540.3051719235308,9.175908,"[2-hydroxy-3-[(9Z,11E,13E)-octadeca-9,11,13-trienoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate"
2472,GFIMPQUXRWWOQN,"InChI=1S/C18H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h2,19H,1,3,6-18H2",C=CCC#CCCCCCCCCCCCCCO,C=CCC#CCCCCCCCCCCCCCO,suspect,265.25107552902324,9.222363,17-Octadecen-14-YN-1-OL
2490,FQXSTGKJHBFSIQ,"InChI=1S/C16H33NO/c1-4-5-6-7-8-9-10-11-12-13-14-15-16(18)17(2)3/h4-15H2,1-3H3",CCCCCCCCCCCCCC(=O)N(C)C,CCCCCCCCCCCCCC(=O)N(C)C,sirius,256.2624033262682,9.255095,Dimethyl(tetradecanoyl)azanium
2534,VCDGSBJCRYTLNU,"InChI=1S/C18H31B/c1-12-16-10-13(18(16,2)3)11-17(12)19-14-6-4-7-15(19)9-5-8-14/h12-17H,4-11H2,1-3H3",CC1C(B2C3CCCC2CCC3)CC2CC1C2(C)C,CC1C(B2C3CCCC2CCC3)CC2CC1C2(C)C,suspect,280.24304268003493,9.256469,"9-[(1R,5R)-2,6,6-Trimethylbicyclo[3.1.1]heptane-3-yl]-9-borabicyclo[3.3.1]nonane"
2520,QHZLMUACJMDIAE,"InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3",CCCCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,sirius,313.272411652207,9.289517,Glyceryl Palmitate
2665,MCLZEUMAJZAYEK,"InChI=1S/C18H32O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h11,13,15H,6-10,12,14H2,1-5H3",CC(=O)CCC=C(C)CCC=C(C)CCCC(C)C,CC(=O)CCC=C(C)CCC=C(C)CCCC(C)C,suspect,282.278337516896,9.419723,"(5Z,9E)-6,10,14-trimethylpentadeca-5,9-dien-2-one"
2667,AMVROEXDYFQCMJ,"InChI=1S/C18H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h7-8,12-13,18H,2-6,9-11,14-17H2,1H3",CCCCCCC=CCCCC=CCCCCC=O,CCCCCCC=CCCCC=CCCCCC=O,suspect,265.2514334306834,9.420394,"Octadeca-6,11-dienal"
2747,DHSJVRGJYFXIKE,"InChI=1S/C28H42N6O5/c1-18(2)16-21(24(36)31-17-23(30)35)32-25(37)22-10-7-13-34(22)27(39)28(20-8-5-4-6-9-20)11-14-33(15-12-28)26(38)19(3)29/h4-6,8-9,18-19,21-22H,7,10-17,29H2,1-3H3,(H2,30,35)(H,31,36)(H,32,37)",CC(C)CC(N=C(O)C1CCCN1C(=O)C1(c2ccccc2)CCN(C(=O)C(C)N)CC1)C(O)=NCC(=N)O,CC(C)CC(NC(=O)C1CCCN1C(=O)C1(c2ccccc2)CCN(C(=O)C(C)N)CC1)C(=O)NCC(N)=O,suspect,543.3289841961314,9.546842,
2754,DPUHOWDIWWPPIP,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-3H,4-17H2,1H3,(H,19,20)",CC=CCCCCCCCCCCCCCCC(=O)O,CC=CCCCCCCCCCCCCCCC(=O)O,suspect,265.2512870122996,9.5602865,octadec-16-enoic acid
2764,RZRNAYUHWVFMIP,"InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3",CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,sirius,357.2985417975451,9.564277,Monoolein
2779,RTJZUCGIUVBZCN,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8,12-13H,2-6,9-11,14-17H2,1H3,(H,19,20)",CCCCCCC=CCCCC=CCCCCC(=O)O,CCCCCCC=CCCCC=CCCCCC(=O)O,suspect,245.2252358918754,9.574353,"octadeca-6,11-dienoic acid"
2792,KVXHICLGXOIJMS,"InChI=1S/C27H50/c1-22(23-14-8-5-9-15-23)20-27(4,25-18-12-7-13-19-25)21-26(2,3)24-16-10-6-11-17-24/h22-25H,5-21H2,1-4H3",CC(CC(C)(CC(C)(C)C1CCCCC1)C1CCCCC1)C1CCCCC1,CC(CC(C)(CC(C)(C)C1CCCCC1)C1CCCCC1)C1CCCCC1,suspect,397.381365923102,9.593125,"Cyclohexane, 1,1',1''-(1,1,3,5-tetramethyl-1,3,5-pentanetriyl)tris-"
2882,MERYNSZPMUCSRA,"InChI=1S/C40H62O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h15-16,19-24,35-36,41-42H,11-14,17-18,25-28H2,1-10H3",CC(C=CC1=C(C)CC(O)CC1(C)C)=CCCC(C)=CCCC=C(C)CCC=C(C)C=CC1=C(C)CC(O)CC1(C)C,CC(C=CC1=C(C)CC(O)CC1(C)C)=CCCC(C)=CCCC=C(C)CCC=C(C)C=CC1=C(C)CC(O)CC1(C)C,sirius,575.4814641127916,9.713603,"(1S)-4-[(1E,3E,7E,11Z,15E,17E)-18-[(4S)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,7,11,15,17-hexaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol"
2890,NTFWIZFDGQXHJM,"InChI=1S/C29H48/c1-19(2)21(4)8-9-22(5)25-12-13-26-24-11-10-23-18-20(3)14-16-28(23,6)27(24)15-17-29(25,26)7/h8-10,19-22,24-27H,11-18H2,1-7H3",CC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)C=CC(C)C(C)C)CCC32)C1,CC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)C=CC(C)C(C)C)CCC32)C1,suspect,397.3814015932188,9.73503,"(3S,9S,10R,13R,14S,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-3,10,13-trimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene"
2910,YNDYKPRNFWPPFU,"InChI=1S/C19H39O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(21)25-16-18(20)17-26-27(22,23)24/h18,20H,2-17H2,1H3,(H2,22,23,24)",CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)O,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)O,sirius,433.2334715941956,9.7581415,[3-(hexadecanoyloxy)-2-hydroxypropoxy]phosphonic acid
2915,ASWBNKHCZGQVJV,"InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1",CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C,sirius,496.3381825805188,9.763247,1-Palmitoyl-sn-glycero-3-phosphocholine-d9
2943,LYRFLYHAGKPMFH,"InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)",CCCCCCCCCCCCCCCCCC(=N)O,CCCCCCCCCCCCCCCCCC(N)=O,sirius,284.2923645711572,9.849944,octadecanamide
3031,LXKCZUOSRQSRHW,"InChI=1S/C18H36O3/c1-2-3-4-5-6-7-8-9-10-11-14-17(19)15-12-13-16-18(20)21/h17,19H,2-16H2,1H3,(H,20,21)",CCCCCCCCCCCCC(O)CCCCC(=O)O,CCCCCCCCCCCCC(O)CCCCC(=O)O,suspect,283.26204571370863,9.957742,(6R)-6-Hydroxystearic acid
3034,RWSNIMCJNVEZHV,"InChI=1S/C29H46/c1-19(2)21(4)8-9-22(5)25-12-13-26-24-11-10-23-18-20(3)14-16-28(23,6)27(24)15-17-29(25,26)7/h8-11,19-22,25-27H,12-18H2,1-7H3",CC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)C=CC(C)C(C)C)C1,CC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)C=CC(C)C(C)C)C1,sirius:suspect,395.3657282866118,9.959025,"1-(5,6-dimethylhept-3-en-2-yl)-7,9a,11a-trimethyl-1H,2H,3H,3aH,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene"
3044,LTJTUABPPHTTPQ,"InChI=1S/C27H48N4O6/c1-4-5-6-7-8-9-10-11-12-13-24(35)31-25(20(3)32)27(37)30-22-18-21(33)16-17-28-23(34)15-14-19(2)29-26(22)36/h14-15,19-22,25,32-33H,4-13,16-18H2,1-3H3,(H,28,34)(H,29,36)(H,30,37)(H,31,35)",CCCCCCCCCCCC(O)=NC(C(O)=NC1CC(O)CCN=C(O)C=CC(C)N=C1O)C(C)O,CCCCCCCCCCCC(=O)NC(C(=O)NC1CC(O)CCNC(=O)C=CC(C)NC1=O)C(C)O,suspect,525.3628329591676,9.976537,"N-[3-hydroxy-1-[[(3E)-10-hydroxy-5-methyl-2,7-dioxo-1,6-diazacyclododec-3-en-8-yl]amino]-1-oxobutan-2-yl]dodecanamide"
3077,VBICKXHEKHSIBG,"InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3",CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,sirius,359.3142994226598,10.01423,Glyceryl Monostearate
3081,VBICKXHEKHSIBG,"InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3",CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,sirius,341.30376257684844,10.014914,Glyceryl Monostearate
3103,PDRAHDYJNDYBNK,"InChI=1S/C39H78N2O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-38(45)40(31-33-42)35-37(44)36-41(32-34-43)39(46)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h37,42-44H,3-36H2,1-2H3",CCCCCCCCCCCCCCCC(=O)N(CCO)CC(O)CN(CCO)C(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)N(CCO)CC(O)CN(CCO)C(=O)CCCCCCCCCCCCCCC,suspect,693.5520211356612,10.031733,Hydroxypropyl bispalmitamide monoethanolamide
3109,LBHQTVBKPMHICN,"InChI=1S/C20H39NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H2,21,22)",CCCCCCCCC=CCCCCCCCCCC(=N)O,CCCCCCCCC=CCCCCCCCCCC(N)=O,suspect,310.30922953177003,10.046849,trans-11-icosenamide
3127,JZWNYZVVZXZRRH,"InChI=1S/C24H46NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(27)32-18-21(26)19-33-35(30,31)34-20-22(25)24(28)29/h9-10,21-22,26H,2-8,11-20,25H2,1H3,(H,28,29)(H,30,31)",CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,suspect,524.297057961262,10.093249,
3133,OBFSLMQLPNKVRW,"InChI=1S/C36H69NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,29,31,34-35,38-39H,3-16,19-28,30,32-33H2,1-2H3,(H,37,40)",CCCCCCCCC=CCCCCCCCC(O)=NC(CO)C(O)C=CCCCCCCCCCCCCC,CCCCCCCCC=CCCCCCCCC(=O)NC(CO)C(O)C=CCCCCCCCCCCCCC,suspect,580.5282047541954,10.105069,N-Oleoylsphingosine
3171,HHOGWFNRRRCYSF,"InChI=1S/C25H52NO7P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-20-30-22-25(33-24(2)27)23-32-34(28,29)31-21-19-26(3,4)5/h25H,6-23H2,1-5H3/p+1",CCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O,CCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O,suspect,510.3537709304336,10.196097,1-Pentadecyl-2-acetyl-sn-glycero-3-phosphocholine
3224,KLDPZQUTZLGXFN,"InChI=1S/C21H39O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(23)27-18-20(22)19-28-29(24,25)26/h20,22H,2-8,11-19H2,1H3,(H2,24,25,26)",CCCCCCCCC#CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,CCCCCCCCC#CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,sirius,457.2311477309881,10.325459,(2-Hydroxy-3-phosphonooxypropyl) octadec-9-ynoate
3225,ZQTAMPRZFOOEEP,"InChI=1S/C21H39O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(23)27-18-20(22)19-28-29(24,25)26/h6-7,9-10,20,22H,2-5,8,11-19H2,1H3,(H2,24,25,26)",CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,sirius,435.2493621463951,10.326053,"[2-hydroxy-3-(octadeca-9,12-dienoyloxy)propoxy]phosphonic acid"
3285,VJGXREDBXQXDMP,"InChI=1S/C36H63NO2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35(38)37-36(39)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11-14,17-20H,3-10,15-16,21-34H2,1-2H3,(H,37,38,39)",CCCCCC=CCC=CCCCCCCCC(=O)N=C(O)CCCCCCCC=CCC=CCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)NC(=O)CCCCCCCC=CCC=CCCCCC,sirius,542.4914025059604,10.497189,"(9Z,12Z)-N-[(9Z,12Z)-octadeca-9,12-dienoyl]octadeca-9,12-dienamide"
3297,IKBLATQLSDJRSN,"InChI=1S/C36H67NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h29,31,34-35,38-39H,3-16,19-28,30,32-33H2,1-2H3,(H,37,40)",CCCCCCCCC#CCCCCCCCC(O)=NC(CO)C(O)C=CCCCCCCCCCCCCC,CCCCCCCCC#CCCCCCCCC(=O)NC(CO)C(O)C=CCCCCCCCCCCCCC,gnps:sirius,562.5138331377451,10.524058,"N-[(E,2S,3R)-1,3-dihydroxyoctadec-4-en-2-yl]octadec-9-ynamide"
3305,MVGFIPNJBNBHNC,"InChI=1S/C42H79NO8/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-38(46)43-35(34-50-42-41(49)40(48)39(47)37(33-44)51-42)36(45)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,29,31,35-37,39-42,44-45,47-49H,3-16,19-28,30,32-34H2,1-2H3,(H,43,46)",CCCCCCCCC=CCCCCCCCC(O)=NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC,CCCCCCCCC=CCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC,suspect,742.5804445819481,10.536972,"N-(3-hydroxy-1-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}octadec-4-en-2-yl)octadec-9-enamide"
3333,DLAWGLXYNHYFNK,"InChI=1S/C34H69NO3/c1-3-5-7-9-11-13-15-16-17-18-20-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-19-14-12-10-8-6-4-2/h32-33,36-37H,3-31H2,1-2H3,(H,35,38)",CCCCCCCCCCCCCCCCCC(O)C(CO)N=C(O)CCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(O)C(CO)NC(=O)CCCCCCCCCCCCC,suspect,556.5280676644148,10.580527,"N-(1,3-dihydroxyicosan-2-yl)tetradecanamide"
3352,MTLRNAKDFBBVEQ,"InChI=1S/C25H49O11P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-34-17-19(26)18-35-37(32,33)36-25-23(30)21(28)20(27)22(29)24(25)31/h15-16,19-31H,2-14,17-18H2,1H3,(H,32,33)",CCCCCCCCCCCCCCC=COCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,CCCCCCCCCCCCCCC=COCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,sirius,579.2904624776039,10.623225,1-(1Z-hexadecenyl)-glycero-3-phospho-(1'-myo-inositol)
3354,BTRUPJNJODXUNZ,"InChI=1S/C30H51BrO8/c1-25(2,34)21-12-15-27(5,37-21)20(33)11-17-30(35,18-32)24-9-8-22-28(6,38-24)16-13-23(36-22)29(7)14-10-19(31)26(3,4)39-29/h9,19-23,32-35H,8,10-18H2,1-7H3",CC(C)(O)C1CCC(C)(C(O)CCC(O)(CO)C2=CCC3OC(C4(C)CCC(Br)C(C)(C)O4)CCC3(C)O2)O1,CC(C)(O)C1CCC(C)(C(O)CCC(O)(CO)C2=CCC3OC(C4(C)CCC(Br)C(C)(C)O4)CCC3(C)O2)O1,sirius,619.2832293762466,10.629339,"2-[6-(5-bromo-2,6,6-trimethyloxan-2-yl)-8a-methyl-4H,4aH,6H,7H,8H,8aH-pyrano[3,2-b]pyran-2-yl]-5-[5-(2-hydroxypropan-2-yl)-2-methyloxolan-2-yl]pentane-1,2,5-triol"
3402,MIJYXULNPSFWEK,"InChI=1S/C30H48O3/c1-25(2)14-16-30(24(32)33)17-15-28(6)19(20(30)18-25)8-9-22-27(5)12-11-23(31)26(3,4)21(27)10-13-29(22,28)7/h8,20-23,31H,9-18H2,1-7H3,(H,32,33)/t20?,21?,22?,23-,27-,28+,29+,30-/m0/s1",CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1,gnps:sirius,439.3554134553779,10.739276,"NCGC00168812-02_C30H48O3_Olean-12-en-28-oic acid, 3-hydroxy-, (3beta,5xi,9xi,18xi)-"
3402,VYZWWQXICOFCOH,"InChI=1S/C30H46O2/c1-18-10-15-30-17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(32-25(30)31)26(3,4)21(27)11-14-29(22,28)7/h8,18-19,21-24H,9-17H2,1-7H3",CC1CCC23CCC4(C)C(=CCC5C6(C)CCC(OC2=O)C(C)(C)C6CCC54C)C3C1C,CC1CCC23CCC4(C)C(=CCC5C6(C)CCC(OC2=O)C(C)(C)C6CCC54C)C3C1C,gnps:sirius,439.3554134553779,10.739276,"4,5,11,15,15,19,20-heptamethyl-24-oxahexacyclo[12.8.2.0¹,⁶.0⁷,²⁰.0¹⁰,¹⁹.0¹¹,¹⁶]tetracos-7-en-23-one"
3412,LRYDRKFAXXPWDQ,"InChI=1S/C35H70O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-35(38)39-34(32-36)33-37/h34,36-37H,2-33H2,1H3",CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(CO)CO,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(CO)CO,suspect,577.5133360804717,10.776955,"1,3-Dihydroxypropan-2-yl dotriacontanoate"
3432,BVJSKAUUFXBDOB,"InChI=1S/C22H45O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-22(26)29-17-21(25)19-31-32(27,28)30-18-20(24)16-23/h20-21,23-25H,2-19H2,1H3,(H,27,28)",CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,sirius,507.2674750726492,10.812394,"(2,3-dihydroxypropoxy)[3-(hexadecanoyloxy)-2-hydroxypropoxy]phosphinic acid"
3433,YQZINSNQYJSGEU,"InChI=1S/C34H65NO3/c1-3-5-7-9-11-13-14-15-16-17-18-19-20-22-24-26-28-30-34(38)35-32(31-36)33(37)29-27-25-23-21-12-10-8-6-4-2/h23,25,27,29,32-33,36-37H,3-22,24,26,28,30-31H2,1-2H3,(H,35,38)",CCCCCCCC=CC=CC(O)C(CO)N=C(O)CCCCCCCCCCCCCCCCCCC,CCCCCCCC=CC=CC(O)C(CO)NC(=O)CCCCCCCCCCCCCCCCCCC,suspect,518.4913822371495,10.816677,"N-(1,3-dihydroxytetradeca-4,6-dien-2-yl)icosanamide"
3438,YQZINSNQYJSGEU,"InChI=1S/C34H65NO3/c1-3-5-7-9-11-13-14-15-16-17-18-19-20-22-24-26-28-30-34(38)35-32(31-36)33(37)29-27-25-23-21-12-10-8-6-4-2/h23,25,27,29,32-33,36-37H,3-22,24,26,28,30-31H2,1-2H3,(H,35,38)",CCCCCCCC=CC=CC(O)C(CO)N=C(O)CCCCCCCCCCCCCCCCCCC,CCCCCCCC=CC=CC(O)C(CO)NC(=O)CCCCCCCCCCCCCCCCCCC,suspect,536.5019423703735,10.822534,"N-(1,3-dihydroxytetradeca-4,6-dien-2-yl)icosanamide"
3457,UAUDZVJPLUQNMU,"InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-",CCCCCCCC/C=C\CCCCCCCCCCCC(=N)O,CCCCCCCC/C=C\CCCCCCCCCCCC(N)=O,gnps,675.674016456698,10.883358,"Spectral Match to 13-Docosenamide, (Z)- from NIST14"
3482,OQCXIVSCFNNFEE,"InChI=1S/C29H44O3/c1-20(13-9-14-22(3)19-30)11-8-12-21(2)15-10-17-29(7)18-16-26-25(6)27(31)23(4)24(5)28(26)32-29/h11,14-15,30-31H,8-10,12-13,16-19H2,1-7H3",CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO,CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO,sirius,441.33472505915233,10.950402,"2-(13-hydroxy-4,8,12-trimethyltrideca-3,7,11-trien-1-yl)-2,5,7,8-tetramethyl-3,4-dihydro-2H-1-benzopyran-6-ol"
3485,OQCXIVSCFNNFEE,"InChI=1S/C29H44O3/c1-20(13-9-14-22(3)19-30)11-8-12-21(2)15-10-17-29(7)18-16-26-25(6)27(31)23(4)24(5)28(26)32-29/h11,14-15,30-31H,8-10,12-13,16-19H2,1-7H3",CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO,CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO,sirius,423.3242376468857,10.952942,"2-(13-hydroxy-4,8,12-trimethyltrideca-3,7,11-trien-1-yl)-2,5,7,8-tetramethyl-3,4-dihydro-2H-1-benzopyran-6-ol"
